0	0.49591043
0.001	0.683035113
0.002	0.494367712
0.003	0.156278335
0.004	-0.114335621
0.005	-0.25103247
0.006	-0.326981349
0.007	-0.424008185
0.008	-0.531315759
0.009	-0.573463101
0.01	-0.49555757
0.011	-0.315347253
0.012	-0.103138817
0.013	0.087802896
0.014	0.245773719
0.015	0.373642281
0.016	0.464646406
0.017	0.49260035
0.018	0.435542341
0.019	0.302408629
0.02	0.121540897
0.021	-0.07538169
0.022	-0.261143081
0.023	-0.417768517
0.024	-0.525065431
0.025	-0.563150644
0.026	-0.526552692
0.027	-0.41924371
0.028	-0.258587639
0.029	-0.070192379
0.03	0.124016565
0.031	0.295527235
0.032	0.419772974
0.033	0.481064159
0.034	0.466540646
0.035	0.379966464
0.036	0.23629939
0.037	0.05252197
0.038	-0.141978595
0.039	-0.321103201
0.04	-0.464675552
0.041	-0.548603811
0.042	-0.56196143
0.043	-0.50335679
0.044	-0.377240322
0.045	-0.204596791
0.046	-0.010158814
0.047	0.180368758
0.048	0.336816102
0.049	0.440982957
0.05	0.480248899
0.051	0.44432147
0.052	0.34193596
0.053	0.18547399
0.054	-0.005718667
0.055	-0.199998268
0.056	-0.371389598
0.057	-0.496518906
0.058	-0.555982768
0.059	-0.545311538
0.06	-0.463754369
0.061	-0.319651015
0.062	-0.136698099
0.063	0.062484874
0.064	0.248550779
0.065	0.390950453
0.066	0.474697735
0.067	0.487850534
0.068	0.42767843
0.069	0.305435113
0.07	0.134530188
0.071	-0.060789221
0.072	-0.24998921
0.073	-0.409156627
0.074	-0.51283251
0.075	-0.545748931
0.076	-0.508600377
0.077	-0.401884237
0.078	-0.240981211
0.079	-0.05050203
0.08	0.146826161
0.081	0.320819622
0.082	0.446217988
0.083	0.50839328
0.084	0.495898466
0.085	0.412712916
0.086	0.272528779
0.087	0.090597377
0.088	-0.10419724
0.089	-0.284723615
0.09	-0.429304847
0.091	-0.512918451
0.092	-0.524911668
0.093	-0.464849591
0.094	-0.337656926
0.095	-0.163925271
0.096	0.032529362
0.097	0.226468028
0.098	0.386779724
0.099	0.493432687
0.1	0.532454039
0.101	0.493857124
0.102	0.388440747
0.103	0.230592777
0.104	0.039939914
0.105	-0.153241681
0.106	-0.324559671
0.107	-0.450703997
0.108	-0.510834417
0.109	-0.499376969
0.11	-0.416070523
0.111	-0.270934655
0.112	-0.088749781
0.113	0.108704914
0.114	0.293744778
0.115	0.43638346
0.116	0.520501897
0.117	0.532450908
0.118	0.469364016
0.119	0.344343587
0.12	0.172723343
0.121	-0.021094537
0.122	-0.208445144
0.123	-0.367572547
0.124	-0.473369
0.125	-0.50920534
0.126	-0.474245143
0.127	-0.36847747
0.128	-0.208036044
0.129	-0.018220918
0.13	0.178401897
0.131	0.352008365
0.132	0.477215145
0.133	0.538557161
0.134	0.523774189
0.135	0.437177435
0.136	0.293708433
0.137	0.109794353
0.138	-0.085372314
0.139	-0.265552714
0.14	-0.410219834
0.141	-0.494708191
0.142	-0.507899491
0.143	-0.448432064
0.144	-0.320730777
0.145	-0.145927678
0.146	0.051093093
0.147	0.244241139
0.148	0.402502416
0.149	0.506955493
0.15	0.544635241
0.151	0.505576988
0.152	0.39975398
0.153	0.240673286
0.154	0.04819334
0.155	-0.146213456
0.156	-0.317343172
0.157	-0.442363913
0.158	-0.501954148
0.159	-0.491634457
0.16	-0.410598327
0.161	-0.267328006
0.162	-0.085642965
0.163	0.112193454
0.164	0.297164485
0.165	0.438805956
0.166	0.522042528
0.167	0.534606833
0.168	0.47374099
0.169	0.350906692
0.17	0.179444253
0.171	-0.0167434
0.172	-0.20768334
0.173	-0.369717081
0.174	-0.476777074
0.175	-0.512685669
0.176	-0.477537399
0.177	-0.371796646
0.178	-0.211574664
0.179	-0.022111951
0.18	0.173798265
0.181	0.346221602
0.182	0.470287963
0.183	0.53138511
0.184	0.517637087
0.185	0.432703634
0.186	0.290209775
0.187	0.105757633
0.188	-0.091037154
0.189	-0.272614546
0.19	-0.417346201
0.191	-0.500703199
0.192	-0.512913408
0.193	-0.454145216
0.194	-0.329367273
0.195	-0.158728505
0.196	0.034816525
0.197	0.226752058
0.198	0.386229853
0.199	0.49304009
0.2	0.532454039
0.201	0.493569581
0.202	0.386732528
0.203	0.226557064
0.204	0.03370149
0.205	-0.160411345
0.206	-0.331036991
0.207	-0.455547962
0.208	-0.514440163
0.209	-0.503127781
0.21	-0.421210222
0.211	-0.277741272
0.212	-0.096490919
0.213	0.101096879
0.214	0.28687467
0.215	0.430268061
0.216	0.514944855
0.217	0.527419949
0.218	0.465026256
0.219	0.340684245
0.22	0.169295407
0.221	-0.024997464
0.222	-0.213400196
0.223	-0.373636542
0.224	-0.480117083
0.225	-0.516166015
0.226	-0.481313079
0.227	-0.376139849
0.228	-0.217119307
0.229	-0.029338232
0.23	0.165279764
0.231	0.337727877
0.232	0.463125738
0.233	0.525804575
0.234	0.512718953
0.235	0.427160904
0.236	0.283389194
0.237	0.097915009
0.238	-0.099391594
0.239	-0.28136886
0.24	-0.426790132
0.241	-0.510945018
0.242	-0.523246646
0.243	-0.463163736
0.244	-0.335843289
0.245	-0.162527719
0.246	0.032414238
0.247	0.223679612
0.248	0.380901716
0.249	0.485320081
0.25	0.523753182
0.251	0.485949877
0.252	0.381501879
0.253	0.223444777
0.254	0.031102516
0.255	-0.164371105
0.256	-0.337307978
0.257	-0.463712494
0.258	-0.523227343
0.259	-0.511340205
0.26	-0.428488039
0.261	-0.28467621
0.262	-0.104135088
0.263	0.091951917
0.264	0.276314128
0.265	0.419343772
0.266	0.505060592
0.267	0.519314943
0.268	0.458015828
0.269	0.332925805
0.27	0.159102988
0.271	-0.037823159
0.272	-0.227358013
0.273	-0.386733484
0.274	-0.491493824
0.275	-0.526607054
